_id/$oid,protocol,hpfeed_id/$oid,timestamp/$date,source_ip,source_port,destination_port,identifier,honeypot,destination_ip/0,snort/priority,snort/header,snort/classification,snort/signature,sensor,attachments/0/hashes/sha512,attachments/0/hashes/md5,attachments/0/description
6612aea4616a1e7d9c623b8c,pcap,6612aea3616a1e7d9c623b8b,2024-04-07T14:33:07.971Z,107.170.238.46,60185,3389,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
6612b052616a1e7d9c623b8e,pcap,6612b052616a1e7d9c623b8d,2024-04-07T14:40:18.272Z,81.19.135.47,65534,3389,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
6612b0a3616a1e7d9c623b90,TCP,6612b0a2616a1e7d9c623b8f,2024-04-07T14:41:38.531Z,81.19.135.47,65534,3389,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2403476:90990,30,ET CINS Active Threat Intelligence Poor Reputation IP TCP group 89,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
6612b0cd616a1e7d9c623b92,pcap,6612b0cb616a1e7d9c623b91,2024-04-07T14:42:19.722Z,100.26.230.91,58402,3389,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
6612b226616a1e7d9c623b94,TCP,6612b223616a1e7d9c623b93,2024-04-07T14:48:03.554Z,183.81.169.238,46072,22,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2525014:969,30,ET 3CORESec Poor Reputation IP TCP group 8,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
6612b26b616a1e7d9c623b96,TCP,6612b268616a1e7d9c623b95,2024-04-07T14:49:12.251Z,94.232.43.59,40707,3389,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2403492:90990,30,ET CINS Active Threat Intelligence Poor Reputation IP TCP group 97,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
6612b2b9616a1e7d9c623b98,TCP,6612b2b7616a1e7d9c623b97,2024-04-07T14:50:31.011Z,23.95.191.203,51035,3389,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2403326:90990,30,ET CINS Active Threat Intelligence Poor Reputation IP TCP group 14,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
6612b3e0616a1e7d9c623b9a,pcap,6612b3de616a1e7d9c623b99,2024-04-07T14:55:26.312Z,94.232.43.59,40707,3389,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
6612b5b6616a1e7d9c623b9c,TCP,6612b5b4616a1e7d9c623b9b,2024-04-07T15:03:16.674Z,183.105.191.246,8658,22,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2525014:969,30,ET 3CORESec Poor Reputation IP TCP group 8,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
6612b5d4616a1e7d9c623b9e,pcap,6612b5d3616a1e7d9c623b9d,2024-04-07T15:03:47.232Z,185.169.4.105,42161,3389,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
6612bdf8616a1e7d9c623ba0,pcap,6612bdf7616a1e7d9c623b9f,2024-04-07T15:38:31.407Z,220.189.236.226,44302,3389,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
6612c34f616a1e7d9c623ba2,TCP,6612c34f616a1e7d9c623ba1,2024-04-07T16:01:19.300Z,45.93.20.155,58563,3389,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2400001:3941,30,ET DROP Spamhaus DROP Listed Traffic Inbound group 2,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
6612c467616a1e7d9c623ba4,TCP,6612c466616a1e7d9c623ba3,2024-04-07T16:05:58.937Z,112.214.195.68,53356,22,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2001219:19,4,ET SCAN Potential SSH Scan,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
6612c497616a1e7d9c623ba6,pcap,6612c496616a1e7d9c623ba5,2024-04-07T16:06:46.284Z,185.169.4.105,44753,3389,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
6612c5c4616a1e7d9c623ba8,pcap,6612c5c4616a1e7d9c623ba7,2024-04-07T16:11:48.461Z,139.162.10.142,46032,3389,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
6612c764616a1e7d9c623baa,pcap,6612c764616a1e7d9c623ba9,2024-04-07T16:18:44.036Z,89.248.163.205,56079,3389,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
6612c91b616a1e7d9c623bac,TCP,6612c919616a1e7d9c623bab,2024-04-07T16:26:01.026Z,198.235.24.244,51394,3389,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2402000:6966,30,ET DROP Dshield Block Listed Source group 1,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
6612c98b616a1e7d9c623bae,pcap,6612c989616a1e7d9c623bad,2024-04-07T16:27:53.732Z,162.142.125.184,16694,3389,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
6612d02f616a1e7d9c623bb0,pcap,6612d02c616a1e7d9c623baf,2024-04-07T16:56:12.756Z,205.210.31.86,56794,3389,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
6612d150616a1e7d9c623bb2,TCP,6612d14f616a1e7d9c623bb1,2024-04-07T17:01:03.309Z,205.210.31.38,55722,22,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2402000:6966,30,ET DROP Dshield Block Listed Source group 1,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
6612d728616a1e7d9c623bb4,TCP,6612d727616a1e7d9c623bb3,2024-04-07T17:25:59.363Z,183.81.169.238,34293,22,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2525014:969,30,ET 3CORESec Poor Reputation IP TCP group 8,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
6612d764616a1e7d9c623bb6,pcap,6612d764616a1e7d9c623bb5,2024-04-07T17:27:00.046Z,45.93.20.155,58563,3389,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
6612d876616a1e7d9c623bb8,pcap,6612d876616a1e7d9c623bb7,2024-04-07T17:31:34.333Z,176.113.115.123,50859,3389,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
6612de87616a1e7d9c623bba,pcap,6612de85616a1e7d9c623bb9,2024-04-07T17:57:25.547Z,222.255.174.164,48668,3389,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
6612df00616a1e7d9c623bbc,TCP,6612defe616a1e7d9c623bbb,2024-04-07T17:59:26.402Z,35.203.210.81,49350,3389,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2403346:90990,30,ET CINS Active Threat Intelligence Poor Reputation IP TCP group 24,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
6612df9f616a1e7d9c623bbe,TCP,6612df9f616a1e7d9c623bbd,2024-04-07T18:02:07.546Z,179.43.180.106,59170,22,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2525014:969,30,ET 3CORESec Poor Reputation IP TCP group 8,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
6612dfa5616a1e7d9c623bc0,TCP,6612dfa5616a1e7d9c623bbf,2024-04-07T18:02:13.312Z,179.43.180.106,55544,22,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2001219:19,4,ET SCAN Potential SSH Scan,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
6612dfc3616a1e7d9c623bc2,TCP,6612dfc3616a1e7d9c623bc1,2024-04-07T18:02:43.048Z,47.106.215.116,56510,22,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2403408:90990,30,ET CINS Active Threat Intelligence Poor Reputation IP TCP group 55,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
6612e081616a1e7d9c623bc4,TCP,6612e080616a1e7d9c623bc3,2024-04-07T18:05:52.546Z,185.224.128.34,47892,22,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2525014:969,30,ET 3CORESec Poor Reputation IP TCP group 8,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
6612e339616a1e7d9c623bc6,pcap,6612e336616a1e7d9c623bc5,2024-04-07T18:17:26.631Z,80.82.77.139,16655,3389,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
6612eb7d616a1e7d9c623bc8,pcap,6612eb7b616a1e7d9c623bc7,2024-04-07T18:52:43.599Z,185.169.4.105,51130,3389,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
6612f593616a1e7d9c623bca,pcap,6612f590616a1e7d9c623bc9,2024-04-07T19:35:44.265Z,81.21.8.57,57591,3389,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
6612f5b7616a1e7d9c623bcc,pcap,6612f5b6616a1e7d9c623bcb,2024-04-07T19:36:22.759Z,162.216.150.170,53823,3389,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
6612fed6616a1e7d9c623bce,TCP,6612fed4616a1e7d9c623bcd,2024-04-07T20:15:16.422Z,183.81.169.238,35393,22,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2525014:969,30,ET 3CORESec Poor Reputation IP TCP group 8,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
661306d6616a1e7d9c623bd0,pcap,661306d6616a1e7d9c623bcf,2024-04-07T20:49:26.961Z,167.99.67.45,47818,3389,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66130ada616a1e7d9c623bd2,TCP,66130ad7616a1e7d9c623bd1,2024-04-07T21:06:31.491Z,81.21.8.57,57591,3389,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2403476:90990,30,ET CINS Active Threat Intelligence Poor Reputation IP TCP group 89,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
66130de7616a1e7d9c623bd4,pcap,66130de5616a1e7d9c623bd3,2024-04-07T21:19:33.189Z,115.84.178.83,53195,3389,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
661311b2616a1e7d9c623bd6,pcap,661311b0616a1e7d9c623bd5,2024-04-07T21:35:44.620Z,185.169.4.105,40793,3389,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66131450616a1e7d9c623bd8,pcap,6613144e616a1e7d9c623bd7,2024-04-07T21:46:54.941Z,198.235.24.125,56942,3389,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66131549616a1e7d9c623bda,TCP,66131547616a1e7d9c623bd9,2024-04-07T21:51:03.106Z,205.210.31.19,49687,22,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2402000:6966,30,ET DROP Dshield Block Listed Source group 1,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
6613195c616a1e7d9c623bdc,TCP,6613195c616a1e7d9c623bdb,2024-04-07T22:08:28.008Z,198.235.24.96,54050,3389,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2402000:6966,30,ET DROP Dshield Block Listed Source group 1,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
661319ec616a1e7d9c623bde,TCP,661319e9616a1e7d9c623bdd,2024-04-07T22:10:49.313Z,51.159.103.10,61000,22,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2525032:969,30,ET 3CORESec Poor Reputation IP TCP group 17,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
6613209c616a1e7d9c623be0,pcap,6613209a616a1e7d9c623bdf,2024-04-07T22:39:22.649Z,194.169.175.34,57278,3389,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66132355616a1e7d9c623be2,pcap,66132353616a1e7d9c623be1,2024-04-07T22:50:59.344Z,140.99.53.99,44744,3389,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
661327a1616a1e7d9c623be4,TCP,6613279f616a1e7d9c623be3,2024-04-07T23:09:19.586Z,185.196.8.151,34280,22,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2525014:969,30,ET 3CORESec Poor Reputation IP TCP group 8,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
661327da616a1e7d9c623be6,pcap,661327d7616a1e7d9c623be5,2024-04-07T23:10:15.801Z,140.99.64.226,34160,3389,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
6613293d616a1e7d9c623be8,pcap,6613293d616a1e7d9c623be7,2024-04-07T23:16:13.026Z,205.210.31.102,56886,3389,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66132994616a1e7d9c623bea,TCP,66132991616a1e7d9c623be9,2024-04-07T23:17:37.251Z,198.235.24.111,50066,22,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2525018:969,30,ET 3CORESec Poor Reputation IP TCP group 10,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
66132a93616a1e7d9c623bec,TCP,66132a93616a1e7d9c623beb,2024-04-07T23:21:55.299Z,45.141.36.22,45529,3389,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2403384:90990,30,ET CINS Active Threat Intelligence Poor Reputation IP TCP group 43,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
66132acc616a1e7d9c623bee,TCP,66132acb616a1e7d9c623bed,2024-04-07T23:22:51.619Z,179.43.180.106,44225,22,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2525014:969,30,ET 3CORESec Poor Reputation IP TCP group 8,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
66132b47616a1e7d9c623bf0,TCP,66132b46616a1e7d9c623bef,2024-04-07T23:24:54.499Z,205.210.31.143,51965,22,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2402000:6966,30,ET DROP Dshield Block Listed Source group 1,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
66132bb7616a1e7d9c623bf2,pcap,66132bb6616a1e7d9c623bf1,2024-04-07T23:26:46.107Z,45.141.36.22,45529,3389,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
661330b3616a1e7d9c623bf4,TCP,661330b2616a1e7d9c623bf3,2024-04-07T23:48:02.018Z,71.6.231.9,55720,3389,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2403468:90990,30,ET CINS Active Threat Intelligence Poor Reputation IP TCP group 85,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
66133427616a1e7d9c623bf6,pcap,66133424616a1e7d9c623bf5,2024-04-08T00:02:44.686Z,34.142.222.63,49719,3389,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
6613355c616a1e7d9c623bf8,pcap,6613355b616a1e7d9c623bf7,2024-04-08T00:07:55.205Z,78.128.113.34,52085,3389,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66133683616a1e7d9c623bfa,TCP,66133681616a1e7d9c623bf9,2024-04-08T00:12:49.890Z,183.81.169.238,46539,22,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2525014:969,30,ET 3CORESec Poor Reputation IP TCP group 8,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
66133854616a1e7d9c623bfc,TCP,66133852616a1e7d9c623bfb,2024-04-08T00:20:34.787Z,71.6.232.24,51895,22,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2403468:90990,30,ET CINS Active Threat Intelligence Poor Reputation IP TCP group 85,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
66133a02616a1e7d9c623bfe,TCP,66133a00616a1e7d9c623bfd,2024-04-08T00:27:44.867Z,45.33.40.18,49947,22,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2403390:90990,30,ET CINS Active Threat Intelligence Poor Reputation IP TCP group 46,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
66133aef616a1e7d9c623c00,pcap,66133aee616a1e7d9c623bff,2024-04-08T00:31:42.597Z,185.169.4.105,53059,3389,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66133bec616a1e7d9c623c02,pcap,66133bea616a1e7d9c623c01,2024-04-08T00:35:54.319Z,45.79.170.180,56225,3389,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66133db7616a1e7d9c623c04,TCP,66133db5616a1e7d9c623c03,2024-04-08T00:43:33.092Z,36.22.210.127,37334,22,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2001219:19,4,ET SCAN Potential SSH Scan,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
66133f92616a1e7d9c623c06,pcap,66133f90616a1e7d9c623c05,2024-04-08T00:51:28.789Z,38.45.65.22,48041,3389,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
661341d0616a1e7d9c623c08,pcap,661341ce616a1e7d9c623c07,2024-04-08T01:01:02.734Z,104.168.24.253,43114,3389,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
6613442c616a1e7d9c623c0a,TCP,6613442b616a1e7d9c623c09,2024-04-08T01:11:07.875Z,205.210.31.29,55805,22,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2402000:6966,30,ET DROP Dshield Block Listed Source group 1,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
66134480616a1e7d9c623c0c,ICMP,6613447f616a1e7d9c623c0b,2024-04-08T01:12:31.842Z,164.90.174.244,,,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,3,1:2100368:7,29,GPL ICMP_INFO PING BSDtype,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
6613478a616a1e7d9c623c0e,pcap,66134789616a1e7d9c623c0d,2024-04-08T01:25:29.261Z,89.23.101.43,45914,3389,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66134b88616a1e7d9c623c10,pcap,66134b86616a1e7d9c623c0f,2024-04-08T01:42:30.477Z,185.169.4.105,58845,3389,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
